NIVEL_ACCESO,GRADO_MERCADO,SUPERFICIE_HA,DEPARTAMEN,PROVINCIA,DISTRITO
MEDIA,MODERADA,39.40,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,11.39,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,62.73,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,56.08,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,9.94,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,63.46,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,9.16,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,51.62,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,33.74,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,8.64,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,31.94,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,120.30,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,14.80,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,24.81,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,33.16,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,18.85,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,36.86,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,50.19,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,5.79,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,46.07,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,1.54,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,8.74,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,15.48,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,23.13,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,49.54,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,36.29,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,18.71,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,31.24,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,43.90,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,63.97,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,23.90,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,84.64,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,65.37,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,18.62,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,40.79,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,1.29,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,54.86,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,19.53,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,72.10,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,43.18,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,58.52,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,14.93,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,6.69,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,17.54,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,43.61,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,19.78,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,13.82,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,44.19,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,4.53,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,1.80,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,2.93,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,32.56,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,2.64,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,9.46,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,9.14,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,22.00,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,41.59,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,23.80,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,15.07,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,11.88,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,54.79,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,25.54,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,49.29,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,4.81,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,0.21,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,6.07,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,35.32,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,1.35,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,19.32,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,20.07,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,29.30,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,11.41,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,2.03,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,3.12,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,28.31,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,11.01,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,5.07,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,7.62,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,28.72,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,121.02,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,0.39,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,44.75,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,16.19,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,1.09,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,113.68,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,90.82,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,1.10,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,23.49,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,43.20,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,19.13,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,16.87,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,19.44,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,10.29,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,27.73,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,63.07,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,21.92,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,26.80,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,61.89,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,57.77,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,39.78,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,0.63,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,70.72,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,7.00,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,0.49,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,1.19,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,98.60,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,6.84,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,14.00,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,7.79,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,7.75,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,35.95,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,24.51,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,14.77,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,0.84,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,41.65,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,22.84,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,1.42,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,0.63,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,2.21,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,34.02,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,25.34,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,6.94,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,8.26,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,105.84,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,92.76,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,2.18,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,0.64,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,23.36,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,20.45,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,6.01,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,25.13,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,16.32,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,30.31,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,1.70,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,59.60,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,22.17,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,0.50,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,0.71,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,32.26,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,3.25,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,44.02,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,35.67,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,56.65,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,27.07,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,6.20,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,31.71,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,19.06,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,60.80,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,12.91,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,35.69,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,42.90,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,10.85,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,43.14,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,6.62,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,0.46,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,23.22,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,75.05,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,44.89,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,5.07,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,3.72,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,77.18,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,31.99,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,0.64,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,46.11,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,9.77,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,22.49,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,18.03,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,8.70,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,39.34,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,11.23,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,21.96,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,21.52,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,31.71,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,26.83,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,44.52,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,2.21,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,10.44,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,63.38,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,37.39,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,34.79,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,35.15,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,18.91,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,28.47,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,72.66,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,2.36,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,0.36,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,19.60,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,39.75,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,31.61,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,67.37,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,37.25,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,14.40,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,10.33,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,36.73,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,34.88,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,1.26,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,30.84,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,48.81,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,16.18,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,8.09,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,13.20,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,74.97,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,35.19,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,49.33,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,11.92,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,18.36,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,16.65,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,35.71,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,91.35,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,35.41,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,48.66,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,21.95,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,33.89,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,4.87,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,31.98,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,53.96,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,28.62,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,42.97,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,110.09,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,19.23,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,24.36,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,3.14,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,48.24,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,0.77,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,21.09,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,24.94,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,5.21,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,17.17,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,27.44,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,3.93,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,4.00,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,8.03,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,5.07,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,3.18,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,14.06,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,24.63,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,0.31,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,3.26,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,13.30,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,51.49,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,56.07,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,17.17,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,1.51,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,64.32,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,6.28,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,26.12,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,7.67,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,16.44,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,12.41,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,31.57,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,37.03,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,46.63,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,71.97,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,24.25,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,39.42,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,27.01,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,4.57,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,49.02,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,19.32,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,35.80,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,49.55,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,12.32,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,29.34,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,12.52,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,27.23,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,9.67,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,16.77,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,15.27,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,13.23,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,2.35,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,4.75,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,51.98,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,15.49,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,59.84,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,66.61,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,27.84,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,15.19,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,20.49,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,0.67,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,2.11,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,16.74,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,45.35,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,3.02,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,126.94,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,4.92,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,6.18,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,30.74,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,115.66,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,93.70,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,2.44,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,32.07,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,4.08,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,0.33,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,0.55,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,93.23,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,43.55,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,26.09,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,7.52,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,1.95,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,13.92,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,15.78,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,45.42,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,4.33,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,63.23,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,98.24,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,1.07,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,3.25,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,32.85,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,40.49,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,11.77,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,9.22,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,27.92,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,39.47,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,4.84,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,30.44,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,0.56,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,0.89,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,44.43,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,34.81,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,9.21,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,47.06,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,0.83,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,19.82,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,1.37,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,44.02,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,38.59,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,48.07,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,103.27,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,55.95,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,39.93,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,45.93,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,64.13,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,6.69,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,33.26,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,48.21,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,39.52,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,3.40,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,21.31,HUANUCO,PUERTO INCA,PUERTO INCA
MEDIA,MODERADA,51.99,HUANUCO,PUERTO INCA,PUERTO INCA
ALTA,OPTIMA,0.01,HUANUCO,PUERTO INCA,PUERTO INCA
