APTITUD_PI,NOM_DEP,NOM_PROV,NOM_DIST,SUPERFICIE_HA
PROTECCION,CAJAMARCA,SAN MIGUEL,NIEPOS,2798.919626
AGRICOLA,SAN MARTIN,SAN MARTIN,CHAZUTA,882.155184
PECUARIO,HUANUCO,PACHITEA,PANAO,60620.58377
AGRICOLA,CAJAMARCA,CONTUMAZA,CUPISNIQUE,696.6112293
AGRICOLA,JUNIN,JAUJA,PANCAN,700.5503328
PECUARIO,JUNIN,TARMA,PALCA,1637.734833
FORESTAL PRODUCTIVO,CAJAMARCA,CUTERVO,LA RAMADA,4016.343334
FORESTAL PRODUCTIVO,PASCO,PASCO,SIMON BOLIVAR,31910.34625
AGRICOLA,JUNIN,CONCEPCION,ACO,803.3437279
PROTECCION,ANCASH,YUNGAY,QUILLO,37074.59555
PECUARIO,MADRE DE DIOS,MANU,FITZCARRALD,5.67237E-07
FORESTAL PRODUCTIVO,CAJAMARCA,CUTERVO,CUTERVO,15830.27065
PECUARIO,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,12.72858822
AGRICOLA,ANCASH,PALLASCA,PAMPAS,77.05395002
FORESTAL PRODUCTIVO,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,13544.27944
PROTECCION,MADRE DE DIOS,TAMBOPATA,LABERINTO,52941.78813
FORESTAL PRODUCTIVO,MADRE DE DIOS,MANU,MANU,38447.26665
PROTECCION,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,20011.34597
PROTECCION,ANCASH,PALLASCA,CONCHUCOS,51895.2065
PROTECCION,HUANUCO,DOS DE MAYO,PACHAS,1.20386E-05
AGRICOLA,JUNIN,HUANCAYO,SAPALLANGA,4119.422391
AGRICOLA,JUNIN,HUANCAYO,SICAYA,4030.405886
AGRICOLA,CAJAMARCA,SAN MIGUEL,LLAPA,28.06689518
PROTECCION,PASCO,PASCO,PALLANCHACRA,1729.995441
AGRICOLA,CAJAMARCA,SANTA CRUZ,YAUYUCAN,17.59506327
PROTECCION,JUNIN,HUANCAYO,CHUPURO,2156.276566
AGRICOLA,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,84.32245942
PROTECCION,SAN MARTIN,TOCACHE,SHUNTE,73334.48338
AGRICOLA,JUNIN,SATIPO,PANGOA,34427.56051
AGRICOLA,JUNIN,JAUJA,JANJAILLO,48.51970492
PROTECCION,PASCO,PASCO,HUARIACA,7573.261842
PECUARIO,JUNIN,JAUJA,PANCAN,217.5689104
PROTECCION,ANCASH,MARISCAL LUZURIAGA,LLAMA,2002.663547
FORESTAL PRODUCTIVO,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,45451.34232
AGRICOLA,ANCASH,OCROS,OCROS,1816.18323
PROTECCION,ANCASH,OCROS,COCHAS,33865.73924
FORESTAL PRODUCTIVO,CAJAMARCA,CHOTA,COCHABAMBA,407.5746345
PECUARIO,JUNIN,HUANCAYO,VIQUES,55.43069665
AGRICOLA,SAN MARTIN,PICOTA,PUCACACA,1019.637502
PROTECCION,JUNIN,TARMA,PALCAMAYO,4881.25456
PROTECCION,JUNIN,JAUJA,PACA,1611.219164
AGRICOLA,JUNIN,TARMA,HUASAHUASI,555.0718603
FORESTAL PRODUCTIVO,PASCO,DANIEL ALCIDES CARRION,PAUCAR,5279.287392
PROTECCION,ANCASH,BOLOGNESI,HUASTA,36666.58889
PROTECCION,CAJAMARCA,CHOTA,COCHABAMBA,1309.527139
FORESTAL PRODUCTIVO,CAJAMARCA,JAEN,LAS PIRIAS,14.11514819
PROTECCION,JUNIN,JAUJA,CURICACA,5038.000579
AGRICOLA,SAN MARTIN,TOCACHE,UCHIZA,1206.975944
OTROS / SIN CLASIFICAR,JUNIN,CHANCHAMAYO,PERENE,913.3388229
AGRICOLA,MADRE DE DIOS,TAHUAMANU,IÑAPARI,24466.07905
FORESTAL PRODUCTIVO,PASCO,PASCO,HUARIACA,4741.710426
AGRICOLA,CAJAMARCA,SAN MIGUEL,NANCHOC,9129.625767
PROTECCION,SAN MARTIN,HUALLAGA,EL ESLABON,0.977694828
AGRICOLA,SAN MARTIN,HUALLAGA,SAPOSOA,303.6982403
PECUARIO,JUNIN,HUANCAYO,PUCARA,5030.961944
PROTECCION,JUNIN,JAUJA,MOLINOS,24502.92763
PROTECCION,CAJAMARCA,JAEN,PUCARA,7129.725491
FORESTAL PRODUCTIVO,MADRE DE DIOS,TAHUAMANU,IÑAPARI,580851.8412
PROTECCION,JUNIN,HUANCAYO,CHICCHE,0.69072688
FORESTAL PRODUCTIVO,SAN MARTIN,RIOJA,RIOJA,17124.21077
FORESTAL PRODUCTIVO,SAN MARTIN,LAMAS,LAMAS,12911.05755
PECUARIO,ANCASH,BOLOGNESI,AQUIA,1.415073859
PECUARIO,HUANUCO,MARAÑON,LA MORADA,511.9120393
PECUARIO,JUNIN,CONCEPCION,MANZANARES,1442.941606
FORESTAL PRODUCTIVO,CAJAMARCA,JAEN,POMAHUACA,39882.56452
AGRICOLA,ANCASH,RECUAY,PAMPAS CHICO,584.874831
PECUARIO,JUNIN,JAUJA,SAN LORENZO,663.1196765
FORESTAL PRODUCTIVO,SAN MARTIN,PICOTA,SHAMBOYACU,36498.55319
AGRICOLA,CAJAMARCA,SAN PABLO,TUMBADEN,26.60460528
PROTECCION,JUNIN,YAULI,MARCAPOMACOCHA,34598.06294
PROTECCION,ANCASH,PALLASCA,PAMPAS,14794.04306
FORESTAL PRODUCTIVO,CAJAMARCA,CAJAMARCA,SAN JUAN,3722.811738
PROTECCION,SAN MARTIN,SAN MARTIN,TARAPOTO,1314.564447
FORESTAL PRODUCTIVO,CAJAMARCA,SAN MIGUEL,CALQUIS,5883.643854
FORESTAL PRODUCTIVO,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,10318.6886
PECUARIO,CAJAMARCA,CELENDIN,UTCO,3035.927917
PECUARIO,JUNIN,JAUJA,EL MANTARO,431.0659552
PROTECCION,CAJAMARCA,CELENDIN,SOROCHUCO,3194.233708
FORESTAL PRODUCTIVO,ANCASH,HUARAZ,INDEPENDENCIA,11105.98363
AGRICOLA,CAJAMARCA,JAEN,COLASAY,16344.95341
PECUARIO,CAJAMARCA,CONTUMAZA,GUZMANGO,417.5747608
FORESTAL PRODUCTIVO,CAJAMARCA,CUTERVO,SOCOTA,7811.775545
PECUARIO,HUANUCO,LAURICOCHA,JIVIA,56.01901613
PROTECCION,CAJAMARCA,CHOTA,HUAMBOS,7124.468152
PROTECCION,PASCO,PASCO,HUAYLLAY,35746.98158
FORESTAL PRODUCTIVO,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,886072.9096
FORESTAL PRODUCTIVO,CAJAMARCA,CHOTA,CONCHAN,11126.33836
AGRICOLA,ANCASH,HUAYLAS,SANTO TORIBIO,1616.146087
PECUARIO,JUNIN,JUNIN,JUNIN,53072.59171
AGRICOLA,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,6514.559607
FORESTAL PRODUCTIVO,CAJAMARCA,HUALGAYOC,BAMBAMARCA,5267.250281
FORESTAL PRODUCTIVO,ANCASH,CORONGO,BAMBAS,339.5991455
PROTECCION,ANCASH,HUARI,UCO,4373.350516
AGRICOLA,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,367.6663547
PROTECCION,ANCASH,RECUAY,COTAPARACO,15156.60325
AGRICOLA,PASCO,OXAPAMPA,CONSTITUCION,23537.5762
PROTECCION,ANCASH,AIJA,HUACLLAN,1080.452889
PROTECCION,SAN MARTIN,SAN MARTIN,PAPAPLAYA,128.3123707
AGRICOLA,CAJAMARCA,SANTA CRUZ,UTICYACU,5.526939182
AGRICOLA,JUNIN,YAULI,SANTA ROSA DE SACCO,272.637521
PECUARIO,JUNIN,JAUJA,MONOBAMBA,3852.846429
PROTECCION,HUANUCO,HUANUCO,AMARILIS,5344.167455
OTROS / SIN CLASIFICAR,HUANUCO,LEONCIO PRADO,PUCAYACU,174.2359986
AGRICOLA,SAN MARTIN,PICOTA,SAN CRISTOBAL,377.5929851
AGRICOLA,ANCASH,AIJA,CORIS,3572.028319
PECUARIO,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,1898.041574
OTROS / SIN CLASIFICAR,SAN MARTIN,TOCACHE,NUEVO PROGRESO,292.3417804
FORESTAL PRODUCTIVO,SAN MARTIN,RIOJA,PARDO MIGUEL,26600.59019
PROTECCION,CAJAMARCA,CHOTA,CHIGUIRIP,1987.350992
PROTECCION,JUNIN,JAUJA,MUQUI,526.7787784
FORESTAL PRODUCTIVO,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,94.98682556
PROTECCION,HUANUCO,LAURICOCHA,JESUS,12018.54927
PROTECCION,ANCASH,HUARAZ,INDEPENDENCIA,23447.23345
PECUARIO,CAJAMARCA,SANTA CRUZ,PULAN,10661.64082
PROTECCION,JUNIN,YAULI,MOROCOCHA,16506.85145
FORESTAL PRODUCTIVO,ANCASH,PALLASCA,BOLOGNESI,4220.792043
AGRICOLA,HUANUCO,HUANUCO,AMARILIS,4723.405962
AGRICOLA,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,40700.36856
PROTECCION,ANCASH,CARHUAZ,SHILLA,12323.20208
FORESTAL PRODUCTIVO,CAJAMARCA,CHOTA,CHIGUIRIP,1345.309966
PROTECCION,CAJAMARCA,CONTUMAZA,CUPISNIQUE,154.9693892
PROTECCION,PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,3058.572135
PECUARIO,HUANUCO,AMBO,AMBO,597.4950383
PROTECCION,JUNIN,TARMA,ACOBAMBA,5433.498214
PROTECCION,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,1593.76212
AGRICOLA,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,546.9754303
FORESTAL PRODUCTIVO,SAN MARTIN,PICOTA,TRES UNIDOS,34512.56903
OTROS / SIN CLASIFICAR,JUNIN,SATIPO,VIZCATÁN DEL ENE,1197.470023
PROTECCION,JUNIN,JAUJA,MARCO,967.1359206
OTROS / SIN CLASIFICAR,JUNIN,JUNIN,JUNIN,83.43637456
AGRICOLA,CAJAMARCA,CUTERVO,CHOROS,8787.33067
PECUARIO,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,17155.96404
FORESTAL PRODUCTIVO,SAN MARTIN,TOCACHE,SANTA LUCIA,24322.62017
PROTECCION,HUANUCO,YAROWILCA,APARICIO POMARES,1.789862672
PECUARIO,JUNIN,CHUPACA,HUACHAC,450.4490942
PROTECCION,CAJAMARCA,CAJAMARCA,ENCAÑADA,26995.16538
AGRICOLA,SAN MARTIN,MOYOBAMBA,JEPELACIO,119.7907387
FORESTAL PRODUCTIVO,SAN MARTIN,HUALLAGA,SACANCHE,15978.54781
PECUARIO,PASCO,OXAPAMPA,PUERTO BERMUDEZ,5120.317489
AGRICOLA,SAN MARTIN,TOCACHE,SHUNTE,48.74718124
FORESTAL PRODUCTIVO,SAN MARTIN,MARISCAL CACERES,PAJARILLO,44236.1448
FORESTAL PRODUCTIVO,CAJAMARCA,CHOTA,ANGUIA,6128.468753
PROTECCION,JUNIN,YAULI,HUAY-HUAY,16899.78708
FORESTAL PRODUCTIVO,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,516.6276734
PROTECCION,SAN MARTIN,PICOTA,SHAMBOYACU,2740.656628
FORESTAL PRODUCTIVO,HUANUCO,PUERTO INCA,PUERTO INCA,67111.51199
PROTECCION,CAJAMARCA,CHOTA,CONCHAN,635.5478186
AGRICOLA,CAJAMARCA,CHOTA,PACCHA,49.34300642
PROTECCION,PASCO,DANIEL ALCIDES CARRION,PAUCAR,5469.362796
OTROS / SIN CLASIFICAR,PASCO,PASCO,HUAYLLAY,26.64296862
PROTECCION,ANCASH,CORONGO,YUPAN,8490.566765
OTROS / SIN CLASIFICAR,JUNIN,SATIPO,RIO TAMBO,11875.59282
PROTECCION,CAJAMARCA,JAEN,BELLAVISTA,36983.66614
PECUARIO,JUNIN,CONCEPCION,SAN JOSE DE QUERO,28516.85851
FORESTAL PRODUCTIVO,MADRE DE DIOS,TAHUAMANU,IBERIA,223804.2301
PROTECCION,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,38538.69073
PECUARIO,JUNIN,CHUPACA,SAN JUAN DE ISCOS,986.0646002
AGRICOLA,MADRE DE DIOS,TAMBOPATA,INAMBARI,223772.0978
FORESTAL PRODUCTIVO,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,48979.62075
PROTECCION,CAJAMARCA,JAEN,HUABAL,9.394005072
AGRICOLA,CAJAMARCA,CELENDIN,SOROCHUCO,74.03897234
PECUARIO,CAJAMARCA,CUTERVO,CHOROS,2782.942837
PECUARIO,JUNIN,SATIPO,PANGOA,2631.341087
FORESTAL PRODUCTIVO,ANCASH,POMABAMBA,POMABAMBA,16478.05162
PROTECCION,JUNIN,JAUJA,SINCOS,4260.788673
FORESTAL PRODUCTIVO,HUANUCO,MARAÑON,CHOLON,82677.90436
FORESTAL PRODUCTIVO,JUNIN,CHANCHAMAYO,PICHANAQUI,2780.730164
PROTECCION,ANCASH,BOLOGNESI,COLQUIOC,29420.22938
FORESTAL PRODUCTIVO,CAJAMARCA,SAN MIGUEL,NANCHOC,12114.85721
AGRICOLA,CAJAMARCA,SAN IGNACIO,CHIRINOS,17757.66471
PECUARIO,HUANUCO,PUERTO INCA,HONORIA,9355.714837
FORESTAL PRODUCTIVO,HUANUCO,HUAMALIES,MIRAFLORES,8.14644E-06
PROTECCION,HUANUCO,YAROWILCA,CHORAS,0.003925095
PROTECCION,JUNIN,HUANCAYO,CULLHUAS,6016.107394
PROTECCION,CAJAMARCA,CHOTA,QUEROCOTO,16805.88332
PROTECCION,ANCASH,HUAYLAS,CARAZ,21414.38927
FORESTAL PRODUCTIVO,SAN MARTIN,LAMAS,CAYNARACHI,78763.94885
PECUARIO,SAN MARTIN,TOCACHE,SHUNTE,2.56213E-07
FORESTAL PRODUCTIVO,SAN MARTIN,EL DORADO,SANTA ROSA,24731.64411
PROTECCION,HUANUCO,AMBO,CAYNA,30.04111567
FORESTAL PRODUCTIVO,MADRE DE DIOS,MANU,HUEPETUHE,57671.93902
PROTECCION,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,13987.33639
PECUARIO,CAJAMARCA,CHOTA,CHOTA,2539.502419
FORESTAL PRODUCTIVO,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,1279.720029
PROTECCION,CAJAMARCA,JAEN,SANTA ROSA,5594.046241
PROTECCION,PASCO,OXAPAMPA,PUERTO BERMUDEZ,656112.2318
PROTECCION,JUNIN,JUNIN,JUNIN,33376.66758
PECUARIO,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,2.54693E-05
PROTECCION,ANCASH,HUARI,HUACHIS,6499.414337
PROTECCION,JUNIN,TARMA,SAN PEDRO DE CAJAS,26805.8452
FORESTAL PRODUCTIVO,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,84702.62908
PROTECCION,ANCASH,CORONGO,CORONGO,13398.26621
AGRICOLA,JUNIN,CHANCHAMAYO,PERENE,9050.871481
AGRICOLA,ANCASH,RECUAY,HUAYLLAPAMPA,1733.638407
OTROS / SIN CLASIFICAR,JUNIN,HUANCAYO,SAN AGUSTIN,94.30609786
PECUARIO,CAJAMARCA,SAN IGNACIO,LA COIPA,4996.015294
FORESTAL PRODUCTIVO,ANCASH,HUARAZ,JANGAS,3219.930247
OTROS / SIN CLASIFICAR,HUANUCO,HUAMALIES,MONZON,199.8436394
PROTECCION,HUANUCO,LEONCIO PRADO,RUPA-RUPA,1339.124055
FORESTAL PRODUCTIVO,JUNIN,SATIPO,SATIPO,241.5363753
PROTECCION,JUNIN,JAUJA,HUAMALI,439.446661
AGRICOLA,HUANUCO,HUANUCO,CHURUBAMBA,3390.500404
AGRICOLA,JUNIN,JAUJA,RICRAN,90.21223444
PROTECCION,ANCASH,PALLASCA,LLAPO,2223.602494
AGRICOLA,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,1673.859285
FORESTAL PRODUCTIVO,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,2690.168682
PECUARIO,CAJAMARCA,SAN MIGUEL,TONGOD,9532.394428
AGRICOLA,ANCASH,HUARMEY,HUARMEY,13977.32561
AGRICOLA,JUNIN,TARMA,LA UNION,536.350376
PROTECCION,CAJAMARCA,SAN PABLO,SAN LUIS,127.4692576
FORESTAL PRODUCTIVO,HUANUCO,HUANUCO,CHURUBAMBA,14095.55977
FORESTAL PRODUCTIVO,HUANUCO,HUAMALIES,TANTAMAYO,6.08652E-06
PECUARIO,PASCO,PASCO,TINYAHUARCO,5701.77368
FORESTAL PRODUCTIVO,PASCO,OXAPAMPA,CONSTITUCION,63335.6855
PECUARIO,PASCO,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN,1.829340993
FORESTAL PRODUCTIVO,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,21441.07485
AGRICOLA,JUNIN,SATIPO,PAMPA HERMOSA,1004.95008
AGRICOLA,JUNIN,CONCEPCION,HEROINAS TOLEDO,400.8209384
AGRICOLA,SAN MARTIN,TOCACHE,SANTA LUCIA,2367.355765
FORESTAL PRODUCTIVO,SAN MARTIN,MOYOBAMBA,YANTALO,6714.645152
AGRICOLA,CAJAMARCA,CAJABAMBA,SITACOCHA,3065.936877
PECUARIO,CAJAMARCA,JAEN,SAN FELIPE,2437.374231
FORESTAL PRODUCTIVO,CAJAMARCA,CUTERVO,CUJILLO,4502.051205
FORESTAL PRODUCTIVO,CAJAMARCA,JAEN,SANTA ROSA,10076.44731
FORESTAL PRODUCTIVO,SAN MARTIN,MARISCAL CACERES,JUANJUI,42241.44821
FORESTAL PRODUCTIVO,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,19264.20052
PECUARIO,JUNIN,HUANCAYO,HUANCAYO,5591.153642
PROTECCION,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,186.2075957
PROTECCION,JUNIN,JAUJA,JANJAILLO,2305.096573
PROTECCION,ANCASH,SANTA,NUEVO CHIMBOTE,32157.06444
PROTECCION,JUNIN,JAUJA,TUNAN MARCA,3.858471775
PECUARIO,CAJAMARCA,CAJAMARCA,COSPAN,21292.82631
PECUARIO,JUNIN,JAUJA,MUQUIYAUYO,962.4693386
FORESTAL PRODUCTIVO,SAN MARTIN,SAN MARTIN,SAUCE,9618.078882
AGRICOLA,ANCASH,HUARAZ,COLCABAMBA,247.1564154
FORESTAL PRODUCTIVO,CAJAMARCA,CAJAMARCA,JESUS,3799.246817
PECUARIO,JUNIN,CHUPACA,SAN JUAN DE JARPA,11957.67489
PROTECCION,JUNIN,HUANCAYO,HUASICANCHA,5.6951555
PECUARIO,CAJAMARCA,JAEN,PUCARA,4718.30615
PROTECCION,SAN MARTIN,MOYOBAMBA,CALZADA,5.275574679
PROTECCION,JUNIN,SATIPO,RIO TAMBO,774429.4736
FORESTAL PRODUCTIVO,HUANUCO,HUACAYBAMBA,CANCHABAMBA,876.8174619
FORESTAL PRODUCTIVO,JUNIN,SATIPO,RIO NEGRO,4368.338537
FORESTAL PRODUCTIVO,ANCASH,MARISCAL LUZURIAGA,LUCMA,5446.324384
PROTECCION,ANCASH,CORONGO,LA PAMPA,9467.233366
PROTECCION,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,13749.42003
OTROS / SIN CLASIFICAR,ANCASH,POMABAMBA,QUINUABAMBA,37.86786333
FORESTAL PRODUCTIVO,CAJAMARCA,CHOTA,CHOTA,16642.20226
PROTECCION,CAJAMARCA,CAJABAMBA,CAJABAMBA,3907.417555
OTROS / SIN CLASIFICAR,JUNIN,JAUJA,ATAURA,76.492275
AGRICOLA,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,8139.035351
PROTECCION,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,415.1253926
PROTECCION,ANCASH,OCROS,SAN PEDRO,51539.81533
PROTECCION,CAJAMARCA,CHOTA,CHOTA,1600.569275
PROTECCION,MADRE DE DIOS,TAHUAMANU,IBERIA,20.24680499
PROTECCION,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,2166.259301
PROTECCION,JUNIN,JAUJA,LLOCLLAPAMPA,6881.227123
FORESTAL PRODUCTIVO,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,3.62125E-06
OTROS / SIN CLASIFICAR,JUNIN,JAUJA,MUQUIYAUYO,56.71866938
PECUARIO,JUNIN,JUNIN,ONDORES,20517.03385
AGRICOLA,MADRE DE DIOS,TAMBOPATA,LABERINTO,107224.1191
PECUARIO,CAJAMARCA,SAN IGNACIO,TABACONAS,5740.78759
PROTECCION,ANCASH,PALLASCA,CABANA,7902.846283
AGRICOLA,SAN MARTIN,RIOJA,POSIC,114.3039248
PROTECCION,JUNIN,CHANCHAMAYO,SAN RAMON,58437.19617
AGRICOLA,CAJAMARCA,SAN IGNACIO,NAMBALLE,12948.68861
PROTECCION,ANCASH,HUARMEY,MALVAS,15163.13521
OTROS / SIN CLASIFICAR,JUNIN,CHANCHAMAYO,PICHANAQUI,661.0197866
PROTECCION,ANCASH,HUAYLAS,HUATA,5910.902241
FORESTAL PRODUCTIVO,SAN MARTIN,HUALLAGA,EL ESLABON,12343.64253
PECUARIO,ANCASH,PALLASCA,PAMPAS,13855.84416
PROTECCION,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,22.02100698
PROTECCION,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,7132.742101
PECUARIO,CAJAMARCA,CUTERVO,SOCOTA,10.90885246
AGRICOLA,CAJAMARCA,SAN PABLO,SAN PABLO,506.6396204
PROTECCION,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,7353.603046
OTROS / SIN CLASIFICAR,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,72.68833758
PECUARIO,ANCASH,POMABAMBA,QUINUABAMBA,3.717485093
AGRICOLA,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,18.08218265
FORESTAL PRODUCTIVO,HUANUCO,HUANUCO,QUISQUI (KICHKI),4365.294662
PECUARIO,JUNIN,CHUPACA,AHUAC,2950.210699
AGRICOLA,SAN MARTIN,LAMAS,ZAPATERO,36.73526932
PECUARIO,CAJAMARCA,CHOTA,CHOROPAMPA,47.70958147
AGRICOLA,JUNIN,CONCEPCION,COMAS,1401.195444
PECUARIO,JUNIN,TARMA,TARMA,11030.23754
FORESTAL PRODUCTIVO,MADRE DE DIOS,TAMBOPATA,INAMBARI,43295.16757
PROTECCION,JUNIN,JAUJA,MONOBAMBA,82761.73127
FORESTAL PRODUCTIVO,ANCASH,HUARI,MASIN,4764.961339
AGRICOLA,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,1682.190313
PROTECCION,JUNIN,CHUPACA,SAN JUAN DE ISCOS,899.9935349
PROTECCION,CAJAMARCA,CAJAMARCA,LLACANORA,1698.544469
PROTECCION,ANCASH,CARHUAZ,ACOPAMPA,1457.25875
FORESTAL PRODUCTIVO,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,6415.901969
FORESTAL PRODUCTIVO,CAJAMARCA,CELENDIN,JOSE GALVEZ,3485.635647
AGRICOLA,JUNIN,TARMA,TARMA,1281.751736
FORESTAL PRODUCTIVO,CAJAMARCA,CONTUMAZA,CONTUMAZA,860.6129906
PECUARIO,JUNIN,YAULI,MARCAPOMACOCHA,52065.91912
PROTECCION,CAJAMARCA,CHOTA,CHIMBAN,2357.570947
AGRICOLA,CAJAMARCA,SAN MIGUEL,CALQUIS,34.44521442
AGRICOLA,CAJAMARCA,CONTUMAZA,YONAN,6823.59464
PROTECCION,ANCASH,HUARI,HUANTAR,11171.72507
FORESTAL PRODUCTIVO,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,2339.634368
FORESTAL PRODUCTIVO,CAJAMARCA,CELENDIN,CELENDIN,8485.771592
AGRICOLA,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,448.8858955
PECUARIO,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,1780.300988
PECUARIO,JUNIN,SATIPO,LLAYLLA,246.50177
AGRICOLA,MADRE DE DIOS,MANU,FITZCARRALD,63920.50519
PROTECCION,CAJAMARCA,SANTA CRUZ,NINABAMBA,28.11958088
FORESTAL PRODUCTIVO,ANCASH,HUARI,UCO,815.0815856
AGRICOLA,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,164.9284628
PECUARIO,JUNIN,YAULI,PACCHA,3394.395247
PECUARIO,CAJAMARCA,CUTERVO,SANTO TOMAS,10611.62643
PROTECCION,ANCASH,POMABAMBA,POMABAMBA,17561.25731
AGRICOLA,CAJAMARCA,HUALGAYOC,CHUGUR,11.92422659
PECUARIO,PASCO,PASCO,VICCO,2870.424552
PROTECCION,SAN MARTIN,BELLAVISTA,BAJO BIAVO,5351.376973
PROTECCION,HUANUCO,AMBO,SAN RAFAEL,2743.299823
PROTECCION,ANCASH,HUAYLAS,SANTO TORIBIO,6822.85872
FORESTAL PRODUCTIVO,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,5104.808003
PROTECCION,CAJAMARCA,CAJAMARCA,CHETILLA,2588.887466
PECUARIO,JUNIN,CONCEPCION,CHAMBARA,7076.283696
PROTECCION,SAN MARTIN,MARISCAL CACERES,PAJARILLO,118.7287445
PROTECCION,JUNIN,CHUPACA,AHUAC,2571.666747
OTROS / SIN CLASIFICAR,PASCO,OXAPAMPA,CONSTITUCION,16.39709077
PROTECCION,JUNIN,HUANCAYO,EL TAMBO,3337.597096
AGRICOLA,CAJAMARCA,CHOTA,MIRACOSTA,709.5577748
PROTECCION,JUNIN,JAUJA,PACCHA,2928.989235
AGRICOLA,ANCASH,CORONGO,CUSCA,87.52947335
FORESTAL PRODUCTIVO,HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,2684.422148
PROTECCION,ANCASH,BOLOGNESI,HUALLANCA,79700.30181
AGRICOLA,JUNIN,JAUJA,POMACANCHA,775.9369426
PROTECCION,CAJAMARCA,CUTERVO,PIMPINGOS,2509.622217
PROTECCION,JUNIN,HUANCAYO,QUICHUAY,419.1650317
FORESTAL PRODUCTIVO,HUANUCO,AMBO,SAN RAFAEL,22.27652706
PECUARIO,JUNIN,TARMA,PALCAMAYO,11477.44387
PROTECCION,HUANUCO,AMBO,TOMAY KICHWA,489.226696
FORESTAL PRODUCTIVO,CAJAMARCA,CHOTA,TOCMOCHE,9696.663583
AGRICOLA,HUANUCO,MARAÑON,SAN BUENAVENTURA,398.8195496
AGRICOLA,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,136.4420767
FORESTAL PRODUCTIVO,SAN MARTIN,SAN MARTIN,CACATACHI,4902.261863
PROTECCION,CAJAMARCA,CHOTA,TOCMOCHE,11515.0852
AGRICOLA,PASCO,OXAPAMPA,VILLA RICA,1.720032866
FORESTAL PRODUCTIVO,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,947.4685937
AGRICOLA,SAN MARTIN,EL DORADO,SAN MARTIN,65.94798036
PECUARIO,ANCASH,RECUAY,RECUAY,3616.959022
PROTECCION,CAJAMARCA,CAJAMARCA,JESUS,1949.038926
FORESTAL PRODUCTIVO,CAJAMARCA,SAN IGNACIO,LA COIPA,15513.46047
PECUARIO,CAJAMARCA,CELENDIN,CELENDIN,7088.058647
PROTECCION,ANCASH,BOLOGNESI,CANIS,1984.26043
PROTECCION,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,3797.939319
